"","lw","season","player_id","label","lws_lastyear","ppr_lastyear","lw_lastyear","sv_lastyear","lw_ever","PA_SuccessRate","PA_HC_Change","PA_Team_Change","PA_Season_Skipped","PA_Team_Drafted","team_traded","g30_lastyear","g25_lastyear","g20_lastyear","gT10_lastyear","adp_averagePick","ecr","experience","pos_QB","pos_RB","pos_WR","pos_TE","lws_2yrs_ago","ppr_2yrs_ago","lw_2yrs_ago","sv_2yrs_ago","PA_SuccessRate_lastyear","PA_HC_Change_lastyear","PA_Team_Change_lastyear","PA_Season_Skipped_lastyear","PA_Team_Drafted_lastyear","team_traded_lastyear","g30_lastyear_2yrs_ago","g25_lastyear_2yrs_ago","g20_lastyear_2yrs_ago","gT10_2yrs_ago","adp_averagePick_lastyear","ecr_lastyear","full_name","League_Winner","Season_Valid","Games_Away","LWS","PPR","games30","games25","games20","gamesT10","position","LWP4_Ranking","EndofSeason_Rankings","graph_col_lw","LWS_rank","PPR_rank","g30_rank","g25_rank","g20_rank","gT10_rank","yearly_id","graph_col_pos","ecr_unranked","adp_undrafted","comparison_valid","yearly_rank","yearly_rank_per","med_mean_sqrt","compare_p2","lwp4_comp_rank","EOS_yearly","Position_order","zr_rankings_adjusted"
"2017",0.0235109459608793,2014,"00-0029854",1,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,198.06,180.45,1,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,230.91,239,"C.J. Anderson",1,1,0,20,211.3,1,5,6,7,"RB",2017,285,"#03C04A",281,1130,741,148,377,312,"2014_00-0029854","#228C22",397.5,255.3,1,141,0.797635254448864,176.772527560139,1,692,11,"2",150
"2018",0.023445650935173,2016,"00-0033060",0,NA,NA,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,205.54,239.33,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Leonte Carroo",0,0,3,0,11.9,0,0,0,0,"WR",2018,8789,"#900D09",4731,8789,2688,3387,4451,4495,"2016_00-0033060","#03254C",344,232.88,0,148,0.734335339907032,201.542799259446,1,538,365,"3",172
"2019",0.0233722776174545,2012,"00-0028400",0,NA,NA,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,223.48,175.5,1,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Armon Binns",0,0,3,0,55.7,0,0,0,0,"WR",2019,5643,"#900D09",4732,5367,2689,3388,4452,4496,"2012_00-0028400","#03254C",210.2,223.48,0,142,0.798214856281871,177.89696456095,1,696,220,"3",161
"2020",0.0233429577201605,2017,"00-0033282",0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,195.7,229.89,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Curtis Samuel",0,0,3,0,32.9,0,0,0,0,"WR",2020,6770,"#900D09",4733,6697,2690,3389,4453,4497,"2017_00-0033282","#03254C",358.5,240.74,0,146,0.756093943424131,193.097698070174,1,583,271,"3",167
"2021",0.0233429577201605,2014,"00-0031428",0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,199.13,233.5,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Allen Robinson",0,1,3,0,116.8,0,0,0,0,"WR",2021,4298,"#900D09",4734,3111,2691,3390,4454,4498,"2014_00-0031428","#03254C",397.5,255.3,1,142,0.727087162921719,195.299830943774,1,519,158,"3",176
"2022",0.0233429577201605,2019,"00-0035703",0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,200.06,215.55,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miles Boykin",0,1,3,0,50.8,0,0,0,0,"WR",2022,5832,"#900D09",4735,5613,2692,3391,4455,4499,"2019_00-0035703","#03254C",602,264.62,1,145,0.749925423803052,193.352559331393,1,564,228,"3",171
"2023",0.0233226716518402,2015,"00-0031055",0,2,145.1,0,0,0,0,0,0,0,0,0,0,0,1,1,153.99,147.2,1,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,148.46,132.98,"Andre Williams",0,1,3,0,35.4,0,0,0,0,"RB",2023,6618,"#900D09",4736,6529,2693,3392,4456,4500,"2015_00-0031055","#228C22",396.5,235.56,1,143,0.968631016082732,147.631035580824,0,4516,269,"2",125
"2024",0.0232867710292339,2016,"00-0028825",0,0,5.1,0,0,0,0,1,0,0,1,0,0,0,0,0,184.84,185.98,5,0,0,1,0,NA,NA,0,0,0,0,0,1,1,0,NA,NA,NA,NA,235.56,205.33,"Terrelle Pryor",0,1,1,8,213.44,1,2,2,2,"WR",2024,1269,"#FC6A03",1312,1103,742,819,1812,1869,"2016_00-0028825","#03254C",344,232.88,1,149,0.83257319287434,178.963244643511,1,799,40,"3",159
"2025",0.0232539977878332,2018,"00-0033899",0,8,175.66,0,0,0,1,0,1,0,0,0,0,0,4,4,273.75,361.2,1,1,0,0,0,NA,NA,0,0,0,0,0,0,1,0,NA,NA,NA,NA,200.71,203.35,"DeShone Kizer",0,0,3,0,5.38,0,0,0,0,"QB",2025,9957,"#900D09",4737,9957,2694,3393,4457,4501,"2018_00-0033899","#FFC0CB",361.2,273.75,0,650,NA,NA,0,NA,NA,"1",650
"2026",0.0232384651899338,2018,"00-0031359",0,1,135.2,0,0,0,0,0,0,0,0,1,0,0,0,1,129.05,102.73,4,0,0,1,0,7,197.1,0,1,0,1,0,0,0,0,0,1,3,3,61.78,57.04,"Kelvin Benjamin",0,0,3,0,69,0,0,0,0,"WR",2026,5184,"#900D09",4738,4743,2695,3394,4458,4502,"2018_00-0031359","#03254C",361.2,273.75,0,151,1.17674930685043,128.319599698046,1,1602,209,"3",123
"2027",0.0232278015464544,2013,"00-0026998",0,11,167.3,0,0,1,1,0,1,0,0,0,1,1,4,4,230.91,170.69,4,0,0,1,0,15,268.2,1,0,1,0,0,0,0,0,1,3,6,4,43.08,38.55,"Percy Harvin",0,0,3,0,2.7,0,0,0,0,"WR",2027,10533,"#900D09",4739,10533,2696,3395,4459,4503,"2013_00-0026998","#03254C",239,230.91,0,151,0.851585180567872,177.316378262133,1,855,425,"3",149
"2028",0.0231935754418373,2021,"00-0032392",0,0,113.5,0,1,0,0,0,0,0,0,0,0,0,0,0,164.99,159.07,5,0,0,0,1,6,191.7,0,1,0,1,1,0,0,1,0,1,3,2,101.45,119.67,"Austin Hooper",0,1,3,0,92.5,0,0,0,0,"TE",2028,4644,"#900D09",4740,3865,2697,3396,4460,4504,"2021_00-0032392","#C95B0C",646,247.48,1,147,0.930134402405142,158.041676149046,0,4222,174,"4",131
"2029",0.0231641288846731,2013,"00-0029689",0,0,115.6,0,0,0,0,0,0,0,0,0,0,0,0,0,169.74,171.11,1,0,0,0,1,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,213.13,201.5,"Dwayne Allen",0,0,3,0,9,0,0,0,0,"TE",2029,9226,"#900D09",4741,9226,2698,3397,4461,4505,"2013_00-0029689","#C95B0C",239,230.91,0,152,0.910237525819616,166.989379901837,1,973,372,"4",147
"2030",0.0231381710618734,2019,"00-0029701",1,5,142.96,0,1,1,0,0,1,0,0,0,0,1,2,2,241.87,278.61,7,1,0,0,0,NA,NA,1,0,0,0,0,1,0,0,NA,NA,NA,NA,172.82,185.41,"Ryan Tannehill",1,1,0,17,224.18,1,2,5,8,"QB",2030,457,"#03C04A",438,937,743,820,579,209,"2019_00-0029701","#FFC0CB",602,264.62,1,650,NA,NA,0,NA,NA,"1",650
"2031",0.0231281612068415,2016,"00-0027265",0,NA,NA,1,0,0,0,1,0,1,1,0,NA,NA,NA,NA,199.36,210.38,6,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victor Cruz",0,1,3,0,101.6,0,0,0,0,"WR",2031,4478,"#900D09",4742,3550,2699,3398,4462,4506,"2016_00-0027265","#03254C",344,232.88,1,150,0.777749431258617,192.864171893071,1,638,180,"3",173
"2032",0.0231217425316572,2012,"00-0027754",0,3,103.32,0,0,0,0,0,0,0,0,1,0,0,1,2,223.48,198,2,1,0,0,0,0,37.38,0,0,0,0,0,0,1,1,0,0,0,0,219.23,357,"John Skelton",0,0,3,0,31.78,0,0,0,0,"QB",2032,6836,"#900D09",4743,6769,2700,3399,4463,4507,"2012_00-0027754","#FFC0CB",210.2,223.48,0,650,NA,NA,0,NA,NA,"1",650
"2033",0.0231042504310608,2017,"00-0030288",0,3,75.9,0,1,0,0,0,1,0,0,0,0,1,1,1,163.41,137.24,4,0,1,0,0,0,23.8,0,1,0,0,0,0,0,0,0,0,0,0,232.88,344,"Rex Burkhead",0,1,3,4,129.8,0,1,1,2,"RB",2033,2271,"#900D09",2245,2775,2701,1517,2632,1870,"2017_00-0030288","#228C22",358.5,240.74,1,147,0.992544530111029,148.104186301401,0,4770,65,"2",108
"2034",0.0230868328362703,2016,"00-0029697",0,3,123.1,0,1,0,0,0,1,0,0,0,0,0,2,1,74.51,77.1,4,0,0,0,1,6,176.4,0,1,0,0,0,0,0,0,0,1,3,2,157.23,146.05,"Coby Fleener",0,1,3,4,137.3,0,1,2,1,"TE",2034,2234,"#900D09",2246,2594,2702,1518,1813,2699,"2016_00-0029697","#C95B0C",344,232.88,1,151,1.71225620161127,88.1877372427709,1,3156,83,"4",113
"2035",0.0230721738189459,2017,"00-0033060",0,0,11.9,0,0,0,0,0,0,0,1,1,0,0,0,0,240.74,268.25,1,0,0,1,0,NA,NA,0,0,0,1,0,0,1,0,NA,NA,NA,NA,205.54,239.33,"Leonte Carroo",0,1,3,0,13.9,0,0,0,0,"WR",2035,8509,"#900D09",4744,8509,2703,3400,4464,4508,"2017_00-0033060","#03254C",358.5,240.74,1,148,0.644568139749256,229.611100631771,0,3388,353,"3",197
"2036",0.0230575129389763,2017,"00-0033873",0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,211.68,323.4,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Patrick Mahomes",0,0,3,0,10.36,0,0,0,0,"QB",2036,9006,"#900D09",4745,9006,2704,3401,4465,4509,"2017_00-0033873","#FFC0CB",358.5,240.74,0,650,NA,NA,0,NA,NA,"1",650
"2037",0.022934889420867,2021,"00-0034681",0,4,168,0,1,0,0,0,0,0,0,0,0,0,2,2,60.99,76.7,3,0,1,0,0,5,82.8,0,0,0,0,0,0,0,1,1,1,1,1,158.58,149.18,"Chase Edmonds",0,1,3,3,143.3,0,1,1,1,"RB",2037,2527,"#900D09",2576,2447,2705,1519,2633,2700,"2021_00-0034681","#228C22",646,247.48,1,148,1.73171788075818,85.4642673870197,1,3179,90,"2",112
"2038",0.0229201205074787,2017,"00-0032782",0,0,52.7,0,0,0,0,0,0,0,0,1,0,0,0,0,192.21,178.35,1,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,183.18,197.3,"Wendell Smallwood",0,0,3,0,46.7,0,0,0,0,"RB",2038,6012,"#900D09",4746,5829,2706,3402,4466,4510,"2017_00-0032782","#228C22",358.5,240.74,0,149,0.84779818967011,175.749372687358,1,840,240,"2",156
"2039",0.0229110848158598,2018,"00-0031339",0,0,77.1,0,1,0,0,0,1,0,0,0,0,0,0,0,189.05,170.4,4,0,0,1,0,0,102.6,0,0,0,0,0,0,0,0,0,0,0,0,76.05,91.01,"Donte Moncrief",0,1,3,1,130.8,0,0,1,0,"WR",2039,3625,"#900D09",3651,2740,2707,3403,2634,4511,"2018_00-0031339","#03254C",361.2,273.75,1,152,0.891800740479662,170.441661573689,1,930,127,"3",144
"2040",0.0229094661772251,2019,"00-0031431",0,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,189.56,214.86,5,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marqise Lee",0,0,3,0,4.9,0,0,0,0,"WR",2040,10031,"#900D09",4747,10031,2708,3404,4467,4512,"2019_00-0031431","#03254C",602,264.62,0,146,0.782876091363842,186.491836461188,1,662,419,"3",166
"2041",0.0228863377124071,2020,"00-0034331",0,3,104.4,0,0,0,0,0,0,0,0,0,0,0,1,2,201.88,288.39,2,0,1,0,0,0,89.5,0,0,0,0,0,0,0,0,0,0,0,0,124.23,142.81,"Jaylen Samuels",0,1,3,0,16.4,0,0,0,0,"RB",2041,8180,"#900D09",4748,8177,2709,3405,4468,4513,"2020_00-0034331","#228C22",392.5,312.14,1,145,0.701298335656905,206.759367059069,0,3467,358,"2",170
"2042",0.0228580627590418,2020,"00-0035624",0,0,39.4,0,0,0,0,0,0,0,0,1,0,0,0,0,142.3,151.21,1,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,130.93,188.58,"N'Keal Harry",0,1,3,0,73.9,0,0,0,0,"WR",2042,5050,"#900D09",4749,4550,2710,3406,4469,4514,"2020_00-0035624","#03254C",392.5,312.14,1,146,0.998280699883466,146.251450135261,0,4841,211,"3",122
"2043",0.0228513609617949,2014,"00-0030348",0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,143.05,139.99,1,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,230.91,239,"Khiry Robinson",0,0,3,0,66.5,0,0,0,0,"RB",2043,5255,"#900D09",4750,4844,2711,3407,4470,4515,"2014_00-0030348","#228C22",397.5,255.3,0,143,1.00346783926586,142.505812746943,0,4910,204,"2",118
"2044",0.0228366386145353,2021,"00-0036988",0,NA,NA,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,215.01,261.06,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joshua Palmer",0,1,3,0,78.4,0,0,0,0,"WR",2044,4941,"#900D09",4751,4376,2712,3408,4471,4516,"2021_00-0036988","#03254C",646,247.48,1,149,0.703968519255963,211.657191940175,0,3476,188,"3",179
"2045",0.0228201374411583,2013,"00-0030043",0,NA,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,230.91,173.33,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Da'Rick Rogers",0,0,3,3,45.2,0,1,1,1,"WR",2045,2707,"#900D09",2577,5913,2713,1520,2635,2701,"2013_00-0030043","#03254C",239,230.91,0,153,0.852695650870168,179.430960910689,1,856,101,"3",150
"2046",0.0228113606572151,2016,"00-0026281",0,4,237.3,0,1,0,0,1,0,0,0,0,0,1,2,1,97.15,85.8,8,0,0,0,1,0,28.6,0,1,0,0,0,0,0,0,0,0,0,0,235.56,313.5,"Gary Barnidge",0,1,3,0,130.2,0,0,0,0,"TE",2046,4193,"#900D09",4752,2755,2714,3409,4472,4517,"2016_00-0026281","#C95B0C",344,232.88,1,152,1.45946210089581,104.147959653562,1,2761,165,"4",114
"2047",0.0227569546550512,2014,"00-0031387",0,NA,NA,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,137.06,169.11,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eric Ebron",0,1,3,0,55.8,0,0,0,0,"TE",2047,5640,"#900D09",4753,5364,2715,3410,4473,4518,"2014_00-0031387","#C95B0C",397.5,255.3,1,144,0.97961087697565,146.997142829376,0,4625,221,"4",111
"2048",0.0227498989552259,2022,"Isaiah Spiller",0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,115,203.06,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"Isaiah Spiller",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RB",2048,12618,NA,12617,12617,12617,12617,12617,12617,"2022_Isaiah Spiller","#228C22",383,350,NA,124,0.917341117855138,135.173271519681,0,4144,647,"2",104
"2049",0.0226848497986794,2012,"00-0026035",0,0,9.5,0,0,0,0,1,0,0,0,1,0,0,0,0,136.64,149.61,4,0,0,1,0,0,178,0,1,0,0,0,0,0,0,0,0,0,0,99.77,125.82,"Danny Amendola",0,1,2,7,146.4,1,1,2,2,"WR",2049,1523,"#900D09",1483,2368,744,1521,1814,1871,"2012_00-0026035","#03254C",210.2,223.48,1,143,0.999708751996153,143.041660598116,0,4864,52,"3",112
"2050",0.0225869845598936,2018,"00-0032626",0,0,46.3,0,0,0,0,0,0,0,0,0,0,0,0,0,179.57,172.68,2,0,0,1,0,0,44.2,0,0,0,0,0,0,0,0,0,0,0,0,240.74,307.33,"Geronimo Allison",0,0,3,0,62.3,0,0,0,0,"WR",2050,5410,"#900D09",4754,5057,2716,3411,4474,4519,"2018_00-0032626","#03254C",361.2,273.75,0,153,0.897176474447786,170.535011068109,1,942,216,"3",145
"2051",0.0224947370588779,2022,"00-0031345",0,5,214.76,0,1,1,0,0,0,0,0,0,0,1,2,2,300.14,290.05,8,1,0,0,0,2,64.34,0,0,0,0,0,0,1,0,0,0,1,1,172.91,290.55,"Jimmy Garoppolo",0,0,3,0,0,0,0,0,0,"QB",2051,11555,"#900D09",4755,11555,2717,3412,4475,4520,"2022_00-0031345","#FFC0CB",383,350,0,650,NA,NA,0,NA,NA,"1",650
"2052",0.0224478729069233,2019,"00-0035659",0,NA,NA,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA,209.67,235.89,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Terry McLaurin",0,0,2,6,191.9,0,1,3,2,"WR",2052,1704,"#900D09",1684,1441,2718,1522,1240,1872,"2019_00-0035659","#03254C",602,264.62,0,147,0.722343299648601,203.504344916761,1,509,66,"3",172
"2053",0.0224401224404573,2014,"00-0029683",0,0,49.7,0,0,0,0,0,0,0,0,0,0,0,0,0,193.85,171.22,2,0,1,0,0,0,53.2,0,0,0,0,0,0,0,0,0,0,0,0,120.62,116.58,"Ronnie Hillman",0,0,2,6,102.3,0,2,2,2,"RB",2053,1688,"#900D09",1685,3526,2719,821,1815,1873,"2014_00-0029683","#228C22",397.5,255.3,0,145,0.849838677655911,170.620617550557,1,851,61,"2",142
"2054",0.0223992485553026,2014,"00-0026153",0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,168.15,139.26,6,0,1,0,0,0,78.3,0,0,0,0,0,0,0,0,0,0,0,0,125.25,140.89,"Jonathan Stewart",0,1,3,5,146,0,0,2,3,"RB",2054,2136,"#900D09",1931,2377,2720,3413,1816,1346,"2014_00-0026153","#228C22",397.5,255.3,1,146,0.982859654643333,148.546132003945,0,4655,78,"2",119
"2055",0.0222281124442816,2014,"00-0027005",0,1,145.6,0,1,1,0,0,1,0,0,0,0,0,1,0,122.7,123.34,5,0,0,1,0,5,140.2,0,1,0,0,0,0,0,0,1,1,1,1,50.95,52.57,"Hakeem Nicks",0,1,3,0,102.5,0,0,0,0,"WR",2055,4466,"#900D09",4756,3520,2721,3414,4476,4521,"2014_00-0027005","#03254C",397.5,255.3,1,147,1.15639875252361,127.118781198269,1,1502,167,"3",112
"2056",0.0222196094691753,2021,"00-0026158",0,1,54.76,0,0,1,0,1,0,0,1,0,0,0,1,0,247.48,455.33,13,1,0,0,0,2,84.88,0,0,0,0,1,0,0,0,0,0,1,1,312.14,305.33,"Joe Flacco",0,0,3,0,23.82,0,0,0,0,"QB",2056,7416,"#900D09",4757,7394,2722,3415,4477,4522,"2021_00-0026158","#FFC0CB",646,247.48,0,650,NA,NA,0,NA,NA,"1",650
"2057",0.0221965964883566,2016,"00-0033118",0,NA,NA,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,187.99,214.89,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenyan Drake",0,0,3,0,49.5,0,0,0,0,"RB",2057,5893,"#900D09",4758,5686,2723,3416,4478,4523,"2016_00-0033118","#228C22",344,232.88,0,153,0.819774037235488,186.636796300551,1,761,234,"2",163
"2058",0.0221965964883566,2015,"00-0031569",0,NA,NA,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,200.93,218.2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeremy Langford",0,1,1,8,147.6,1,2,2,2,"RB",2058,1285,"#FC6A03",1313,2339,745,822,1817,1874,"2015_00-0031569","#228C22",396.5,235.56,1,144,0.741474799284806,194.207544395165,1,549,45,"2",186
"2059",0.0221521388739347,2018,"00-0026153",0,3,117.2,0,1,0,0,1,1,0,1,0,0,1,1,1,246.65,231.82,10,0,1,0,0,6,146.4,0,1,0,0,0,0,1,0,0,0,3,3,132.07,92.5,"Jonathan Stewart",0,0,3,0,1.7,0,0,0,0,"RB",2059,10869,"#900D09",4759,10869,2724,3417,4479,4524,"2018_00-0026153","#228C22",361.2,273.75,0,154,0.696603949206733,221.072533647519,0,3459,458,"2",190
"2060",0.0221219453960657,2019,"00-0035216",0,NA,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,211.02,261.03,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diontae Johnson",0,1,3,4,165.1,0,1,2,1,"WR",2060,2214,"#900D09",2247,1949,2725,1523,1818,2702,"2019_00-0035216","#03254C",602,264.62,1,148,0.708675106238997,208.840410361596,0,3486,88,"3",177
"2061",0.0221219453960657,2021,"00-0036626",0,NA,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,216.63,257.25,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dyami Brown",0,1,3,0,28.1,0,0,0,0,"WR",2061,7104,"#900D09",4760,7061,2726,3418,4480,4525,"2021_00-0036626","#03254C",646,247.48,1,150,0.706711331359792,212.250735687771,0,3482,302,"3",180
"2062",0.0220185313373804,2018,"00-0033950",0,0,104.9,0,0,0,0,1,0,0,1,0,0,0,0,0,248.16,220.96,1,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,216.37,239.79,"Wayne Gallman",0,0,3,0,44.5,0,0,0,0,"RB",2062,6108,"#900D09",4761,5939,2727,3419,4481,4526,"2018_00-0033950","#228C22",361.2,273.75,0,155,0.722938652047251,214.402701475518,0,3511,253,"2",185
"2063",0.0220031253993511,2021,"00-0035289",0,3,160.66,0,0,0,0,1,1,0,1,0,0,0,3,0,247.48,364.58,2,1,0,0,0,8,229.24,0,0,1,0,0,0,0,1,0,0,4,4,140.7,149.55,"Gardner Minshew",0,0,3,1,19.22,0,0,0,1,"QB",2063,4076,"#900D09",3652,7849,2728,3420,4482,2703,"2021_00-0035289","#FFC0CB",646,247.48,0,650,NA,NA,0,NA,NA,"1",650
"2064",0.0219836477190256,2015,"00-0030569",0,NA,NA,0,0,0,0,1,0,1,1,0,NA,NA,NA,NA,235.56,396.5,115,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sean Renfree",0,0,3,0,-1.96,0,0,0,0,"QB",2064,12581,"#900D09",4762,12580,2729,3421,4483,4527,"2015_00-0030569","#FFC0CB",396.5,235.56,0,650,NA,NA,0,NA,NA,"1",650
"2065",0.0219643134623766,2020,"00-0036450",0,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,124.29,213.23,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ke'Shawn Vaughn",0,0,3,0,23.3,0,0,0,0,"RB",2065,7469,"#900D09",4763,7448,2730,3422,4484,4528,"2020_00-0036450","#228C22",392.5,312.14,0,147,0.954033095008589,154.08270506452,0,4392,323,"2",108
"2066",0.0219520628452301,2019,"00-0031051",0,4,143.9,0,1,0,0,0,1,0,0,1,0,1,2,1,133.86,125.2,5,0,0,1,0,0,69.9,0,1,0,0,1,0,0,0,0,0,0,0,177.24,140.79,"John Brown",0,1,1,8,219.82,1,2,2,2,"WR",2066,1268,"#FC6A03",1314,1003,746,823,1819,1875,"2019_00-0031051","#03254C",602,264.62,1,149,1.10422982414653,134.935678009932,1,1230,51,"3",112
"2067",0.0219518821686506,2012,"00-0022922",0,2,165.3,0,1,0,0,0,1,0,0,0,0,0,1,1,175.23,172.58,8,0,0,0,1,3,169,0,1,0,0,0,0,0,0,0,1,1,1,107.33,109.12,"Kellen Winslow",0,0,3,0,2.2,0,0,0,0,"TE",2067,10670,"#900D09",4764,10670,2731,3423,4485,4529,"2012_00-0022922","#C95B0C",210.2,223.48,0,144,0.856109289661309,168.202823797145,1,865,431,"4",140
"2068",0.0219381991773844,2012,"00-0025465",0,4,143.5,0,1,0,0,0,0,0,0,0,0,1,2,1,191.15,172.74,5,0,0,1,0,4,145.9,0,1,0,0,0,0,0,0,0,1,2,1,161.3,138.1,"James Jones",0,1,1,7,226.4,0,1,4,2,"WR",2068,1451,"#FC6A03",1484,902,2732,1524,869,1876,"2012_00-0025465","#03254C",210.2,223.48,1,145,0.847071779998811,171.177937246597,1,838,47,"3",142
"2069",0.021934736520052,2020,"00-0034521",0,0,102.8,0,0,0,0,0,0,0,0,0,0,0,0,0,170.16,149.87,2,0,0,1,0,0,1.7,0,0,0,1,0,0,0,0,0,0,0,0,264.62,511.5,"Allen Lazard",0,1,3,3,97.8,0,1,1,1,"WR",2069,2621,"#900D09",2578,3687,2733,1525,2636,2704,"2020_00-0034521","#03254C",392.5,312.14,1,148,0.967894770337356,152.909184485432,0,4508,105,"3",123
"2070",0.0218697898089886,2013,"00-0029262",0,1,66.8,0,0,0,0,0,0,0,0,0,0,0,1,0,143.19,133.07,1,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,178.79,169.13,"Rueben Randle",0,1,3,3,138.1,0,1,1,1,"WR",2070,2536,"#900D09",2579,2573,2734,1526,2637,2705,"2013_00-0029262","#03254C",239,230.91,1,154,1.07463137773667,143.30495385715,0,5474,96,"3",131
"2071",0.0218551810830832,2012,"00-0020608",0,NA,NA,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,223.48,210.2,10,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"David Carr",0,0,3,0,0.46,0,0,0,0,"QB",2071,11325,"#900D09",4765,11325,2735,3424,4486,4530,"2012_00-0020608","#FFC0CB",210.2,223.48,0,650,NA,NA,0,NA,NA,"1",650
"2072",0.021851634606719,2014,"00-0030280",0,2,70.7,0,0,0,0,0,0,0,0,1,0,0,1,1,160.4,167.82,1,0,1,0,0,NA,NA,0,0,0,1,0,0,0,0,NA,NA,NA,NA,184.84,180.72,"Knile Davis",0,1,3,6,121,0,1,2,3,"RB",2072,1809,"#900D09",1686,2995,2736,1527,1820,1347,"2014_00-0030280","#228C22",397.5,255.3,1,148,0.927505183549586,159.567841371625,0,4209,65,"2",128
"2073",0.0218281950801611,2012,"00-0027796",0,4,50.34,0,0,0,0,0,0,0,0,0,0,0,2,2,223.48,210.2,2,1,0,0,0,0,37.08,0,0,0,0,0,0,0,0,0,0,0,0,219.23,357,"Joe Webb",0,0,3,0,-0.1,0,0,0,0,"QB",2073,12449,"#900D09",4766,12448,2737,3425,4487,4531,"2012_00-0027796","#FFC0CB",210.2,223.48,0,650,NA,NA,0,NA,NA,"1",650
